"Year","Country.or.territory.of.asylum.or.residence","Country.or.territory.of.origin","Refugees","Refugees.assisted.by.UNHCR","Total.refugees.and.people.in.refugee.like.situations","Total.refugees.and.people.in.refugee.like.situations.assisted.by.UNHCR"
#period_date,#country,#origin,#inneed_num,#reached_num,,
"2012","BRA","MAU",2,1,2,1
"2012","BRA","MCD",6,0,6,0
"2012","BRA","MLI",4,2,4,2
"2012","BRA","MOR",4,2,4,2
"2012","BRA","MOZ",1,0,1,0
"2012","BRA","NEP",2,2,2,2
"2012","BRA","NIC",1,1,1,1
"2012","BRA","NIG",37,32,37,32
"2012","BRA","PAK",28,23,28,23
"2012","BRA","PAR",7,3,7,3
"2012","BRA","PER",45,19,45,19
"2012","BRA","POL",2,0,2,0
"2012","BRA","ROM",1,0,1,0
"2012","BRA","RSA",3,0,3,0
"2012","BRA","RUS",9,0,9,0
"2012","BRA","RWA",18,5,18,5
"2012","BRA","SAL",4,2,4,2
"2012","BRA","SEN",3,2,3,2
"2012","BRA","SLE",136,75,136,75
"2012","BRA","SOM",43,31,43,31
"2012","BRA","SRB",77,3,77,3
"2012","BRA","SRV",4,0,4,0
"2012","BRA","STA",5,2,5,2
"2012","BRA","SUD",42,35,42,35
"2012","BRA","SVN",1,0,1,0
"2012","BRA","SYR",42,40,42,40
"2012","BRA","TAN",5,3,5,3
"2012","BRA","UGA",2,2,2,2
"2012","BRA","UKR",1,0,1,0
"2012","BRA","URU",1,0,1,0
"2012","BRA","USA",1,0,1,0
"2012","BRA","VEN",3,0,3,0
"2012","BRA","ZIM",4,1,4,1
"2012","BSN","ALG",1,1,1,1
"2012","BSN","ERT",3,3,3,3
"2012","BSN","GAZ",4,4,4,4
"2012","BSN","HRV",6733,6733,6733,NA
"2012","BSN","IRQ",1,1,1,1
"2012","BSN","LKA",1,1,1,1
"2012","BSN","MCD",4,4,4,4
"2012","BSN","MDA",3,3,3,3
"2012","BSN","MNE",1,1,1,1
"2012","BSN","SAU",1,1,1,1
"2012","BSN","SRB",146,146,146,146
"2012","BSN","SYR",5,5,5,5
"2012","BSN","TUN",0,0,0,0
"2012","BUL","AFG",368,0,368,0
"2012","BUL","ALB",5,0,5,0
"2012","BUL","ALG",1,0,1,0
"2012","BUL","ANG",1,0,1,0
"2012","BUL","ARE",3,0,3,0
"2012","BUL","ARM",34,0,34,0
"2012","BUL","AZE",1,0,1,0
"2012","BUL","BDI",1,0,1,0
"2012","BUL","BEN",1,0,1,0
"2012","BUL","BGD",11,0,11,0
"2012","BUL","BLR",2,0,2,0
"2012","BUL","CMR",1,0,1,0
"2012","BUL","COB",6,0,6,0
"2012","BUL","COD",3,0,3,0
"2012","BUL","CUB",5,0,5,0
"2012","BUL","ERT",3,0,3,0
"2012","BUL","ETH",9,0,9,0
"2012","BUL","GEO",6,0,6,0
"2012","BUL","GUI",2,0,2,0
"2012","BUL","ICO",2,0,2,0
"2012","BUL","IND",1,0,1,0
"2012","BUL","IRN",89,0,89,0
"2012","BUL","IRQ",1359,0,1359,0
"2012","BUL","JOR",1,0,1,0
"2012","BUL","LBR",3,0,3,0
"2012","BUL","LBY",1,0,1,0
"2012","BUL","LEB",7,0,7,0
"2012","BUL","LKA",2,0,2,0
"2012","BUL","NEP",2,0,2,0
"2012","BUL","NIG",10,0,10,0
"2012","BUL","PAK",4,0,4,0
"2012","BUL","RUS",9,0,9,0
"2012","BUL","RWA",1,0,1,0
"2012","BUL","SOM",93,0,93,0
"2012","BUL","STA",83,0,83,0
"2012","BUL","SUD",29,0,29,0
"2012","BUL","SYR",97,0,97,0
"2012","BUL","TAN",1,0,1,0
"2012","BUL","TUN",5,0,5,0
"2012","BUL","TUR",23,0,23,0
"2012","BUL","UGA",1,0,1,0
"2012","BUL","ZIM",2,0,2,0
"2012","BVI","LKA",2,2,2,2
"2012","BZE","CUB",1,0,1,0
"2012","BZE","NIC",0,0,0,0
"2012","BZE","SAL",27,0,27,0
"2012","CAM","ALG",0,0,0,0
"2012","CAM","COD",1,0,1,0
"2012","CAM","IRN",0,0,0,0
"2012","CAM","LKA",5,0,5,0
"2012","CAM","MYA",21,0,21,0
"2012","CAM","PAK",8,0,8,0
"2012","CAM","SOM",8,0,8,0
"2012","CAM","SRV",33,0,33,0
"2012","CAM","SUD",1,0,1,0
"2012","CAN","AFG",2609,0,2609,0
"2012","CAN","ALB",1764,0,1764,0
"2012","CAN","ALG",513,0,513,0
"2012","CAN","ANG",753,0,753,0
"2012","CAN","ANT",40,0,40,0
"2012","CAN","ARE",597,0,597,0
"2012","CAN","ARG",258,0,258,0
"2012","CAN","ARM",200,0,200,0
"2012","CAN","AUL",6,0,6,0
"2012","CAN","AZE",598,0,598,0
"2012","CAN","BAH",5,0,5,0
"2012","CAN","BAR",50,0,50,0
"2012","CAN","BDI",2315,0,2315,0
"2012","CAN","BEL",17,0,17,0
"2012","CAN","BEN",56,0,56,0
"2012","CAN","BGD",1917,0,1917,0
"2012","CAN","BHS",15,0,15,0
"2012","CAN","BHU",19,0,19,0
"2012","CAN","BKF",141,0,141,0
"2012","CAN","BLR",300,0,300,0
"2012","CAN","BOL",160,0,160,0
"2012","CAN","BOT",109,0,109,0
"2012","CAN","BRA",175,0,175,0
"2012","CAN","BSN",91,0,91,0
"2012","CAN","BUL",928,0,928,0
"2012","CAN","BZE",6,0,6,0
"2012","CAN","CAM",176,0,176,0
"2012","CAN","CAR",63,0,63,0
"2012","CAN","CAY",0,0,0,0
"2012","CAN","CHD",543,0,543,0
"2012","CAN","CHI",16813,0,16813,0
"2012","CAN","CHL",124,0,124,0
"2012","CAN","CMR",864,0,864,0
"2012","CAN","COB",287,0,287,0
"2012","CAN","COD",4211,0,4211,0
"2012","CAN","COI",4,0,4,0
"2012","CAN","COL",17563,0,17563,0
"2012","CAN","COS",282,0,282,0
"2012","CAN","CUB",1708,0,1708,0
"2012","CAN","CYP",1,0,1,0
"2012","CAN","CZE",222,0,222,0
"2012","CAN","DEN",6,0,6,0
"2012","CAN","DJB",233,0,233,0
"2012","CAN","DMA",41,0,41,0
"2012","CAN","DOM",148,0,148,0
"2012","CAN","ECU",216,0,216,0
"2012","CAN","EGU",12,0,12,0
"2012","CAN","ERT",1547,0,1547,0
"2012","CAN","EST",12,0,12,0
"2012","CAN","ETH",2059,0,2059,0
"2012","CAN","FIJ",395,0,395,0
"2012","CAN","FIN",2,0,2,0
"2012","CAN","FRA",40,0,40,0
"2012","CAN","GAB",55,0,55,0
"2012","CAN","GAM",59,0,59,0
"2012","CAN","GAZ",674,0,674,0
"2012","CAN","GBR",69,0,69,0
"2012","CAN","GEO",504,0,504,0
"2012","CAN","GFR",89,0,89,0
"2012","CAN","GHA",356,0,356,0
"2012","CAN","GNB",24,0,24,0
"2012","CAN","GRE",14,0,14,0
"2012","CAN","GRN",292,0,292,0
"2012","CAN","GUA",770,0,770,0
"2012","CAN","GUI",914,0,914,0
"2012","CAN","GUY",638,0,638,0
"2012","CAN","HAI",6798,0,6798,0
"2012","CAN","HKG",12,0,12,0
"2012","CAN","HON",596,0,596,0
"2012","CAN","HRV",57,0,57,0
"2012","CAN","HUN",766,0,766,0
"2012","CAN","ICO",420,0,420,0
"2012","CAN","IND",5287,0,5287,0
"2012","CAN","INS",351,0,351,0
"2012","CAN","IRE",7,0,7,0
"2012","CAN","IRN",3212,0,3212,0
"2012","CAN","IRQ",1745,0,1745,0
"2012","CAN","ISR",673,0,673,0
"2012","CAN","ITA",15,0,15,0
"2012","CAN","JAM",504,0,504,0
"2012","CAN","JOR",402,0,402,0
"2012","CAN","JPN",20,0,20,0
"2012","CAN","KAZ",149,0,149,0
"2012","CAN","KEN",996,0,996,0
"2012","CAN","KGZ",128,0,128,0
"2012","CAN","KIR",3,0,3,0
"2012","CAN","KOR",282,0,282,0
"2012","CAN","KRN",119,0,119,0
"2012","CAN","KUW",64,0,64,0
"2012","CAN","LAO",6,0,6,0
"2012","CAN","LBR",120,0,120,0
"2012","CAN","LBY",241,0,241,0
"2012","CAN","LCA",551,0,551,0
"2012","CAN","LEB",1104,0,1104,0
"2012","CAN","LES",5,0,5,0
"2012","CAN","LKA",13705,0,13705,0
"2012","CAN","LTU",103,0,103,0
"2012","CAN","LVA",44,0,44,0
"2012","CAN","mad",10,0,10,0
"2012","CAN","MAU",299,0,299,0
"2012","CAN","MCD",97,0,97,0
"2012","CAN","MDA",187,0,187,0
"2012","CAN","MDV",1,0,1,0
"2012","CAN","MEX",5995,0,5995,0
"2012","CAN","MLI",99,0,99,0
"2012","CAN","MLS",214,0,214,0
"2012","CAN","MLW",23,0,23,0
"2012","CAN","MNE",14,0,14,0
"2012","CAN","MNG",127,0,127,0
"2012","CAN","MOR",169,0,169,0
"2012","CAN","MOZ",6,0,6,0
"2012","CAN","MTA",2,0,2,0
"2012","CAN","MTS",6,0,6,0
"2012","CAN","MYA",276,0,276,0
"2012","CAN","NAM",38,0,38,0
"2012","CAN","NEP",1128,0,1128,0
"2012","CAN","NET",34,0,34,0
"2012","CAN","NGR",69,0,69,0
"2012","CAN","NIC",138,0,138,0
"2012","CAN","NIG",3990,0,3990,0
"2012","CAN","NOR",2,0,2,0
"2012","CAN","NZL",2,0,2,0
"2012","CAN","OMN",12,0,12,0
"2012","CAN","PAK",11605,0,11605,0
"2012","CAN","PAN",47,0,47,0
"2012","CAN","PAR",48,0,48,0
"2012","CAN","PER",1905,0,1905,0
"2012","CAN","PHI",322,0,322,0
"2012","CAN","POL",359,0,359,0
"2012","CAN","POR",12,0,12,0
"2012","CAN","QAT",4,0,4,0
"2012","CAN","ROM",690,0,690,0
"2012","CAN","RSA",35,0,35,0
"2012","CAN","RUS",1756,0,1756,0
"2012","CAN","RWA",1654,0,1654,0
"2012","CAN","SAL",1122,0,1122,0
"2012","CAN","SAU",131,0,131,0
"2012","CAN","SEN",183,0,183,0
"2012","CAN","SEY",10,0,10,0
"2012","CAN","SIN",27,0,27,0
"2012","CAN","SLE",206,0,206,0
"2012","CAN","SMA",1,0,1,0
"2012","CAN","SOL",39,0,39,0
"2012","CAN","SOM",3459,0,3459,0
"2012","CAN","SPA",16,0,16,0
"2012","CAN","SRB",400,0,400,0
"2012","CAN","SRV",148,0,148,0
"2012","CAN","STA",1738,0,1738,0
"2012","CAN","STK",10,0,10,0
"2012","CAN","SUD",1100,0,1100,0
"2012","CAN","SUR",9,0,9,0
"2012","CAN","SVK",22,0,22,0
"2012","CAN","SVN",9,0,9,0
"2012","CAN","SWA",39,0,39,0
"2012","CAN","swe",3,0,3,0
"2012","CAN","SWI",11,0,11,0
"2012","CAN","SYR",533,0,533,0
"2012","CAN","TAN",513,0,513,0
"2012","CAN","TCI",0,0,0,0
"2012","CAN","THA",35,0,35,0
"2012","CAN","TJK",50,0,50,0
"2012","CAN","TKM",18,0,18,0
"2012","CAN","TOG",251,0,251,0
"2012","CAN","TRT",241,0,241,0
"2012","CAN","TUN",204,0,204,0
"2012","CAN","TUR",3838,0,3838,0
"2012","CAN","UAE",28,0,28,0
"2012","CAN","UGA",809,0,809,0
"2012","CAN","UKR",1737,0,1737,0
"2012","CAN","URU",139,0,139,0
"2012","CAN","USA",4045,0,4045,0
"2012","CAN","UZB",274,0,274,0
"2012","CAN","VAR",87,0,87,0
"2012","CAN","VCT",1305,0,1305,0
"2012","CAN","VEN",797,0,797,0
"2012","CAN","YEM",240,0,240,0
"2012","CAN","ZAM",56,0,56,0
"2012","CAN","ZIM",4341,0,4341,0
"2012","CAR","ANG",9,9,9,9
"2012","CAR","BDI",23,23,23,23
"2012","CAR","CHD",861,861,861,861
"2012","CAR","CMR",2,2,2,2
"2012","CAR","COB",13,13,13,13
"2012","CAR","COD",10662,10662,10662,NA
"2012","CAR","GUI",5,5,5,5
"2012","CAR","ICO",11,11,11,11
"2012","CAR","LBR",10,10,10,10
"2012","CAR","NGR",1,1,1,1
"2012","CAR","RWA",231,231,231,231
"2012","CAR","SLE",6,6,6,6
"2012","CAR","SUD",2174,2174,2174,NA
"2012","CAR","TAN",3,3,3,3
"2012","CAR","UGA",3,3,3,3
"2012","CAY","AFG",1,1,1,1
"2012","CAY","CUB",2,0,2,0
"2012","CHD","AFG",1,1,1,1
"2012","CHD","CAR",65874,58374,65874,NA
"2012","CHD","CMR",5,5,5,5
"2012","CHD","COB",6,6,6,6
"2012","CHD","COD",262,262,262,262
"2012","CHD","ERT",35,35,35,35
"2012","CHD","ETH",3,3,3,3
"2012","CHD","GUI",3,3,3,3
"2012","CHD","ICO",6,6,6,6
"2012","CHD","IRN",1,1,1,1
"2012","CHD","LBR",2,2,2,2
"2012","CHD","LBY",500,0,500,0
"2012","CHD","MLI",1,1,1,1
"2012","CHD","NGR",1,1,1,1
"2012","CHD","RWA",15,15,15,15
"2012","CHD","SOM",12,12,12,12
"2012","CHD","SUD",306960,291047,306960,NA
"2012","CHD","SYR",4,4,4,4
"2012","CHD","TOG",2,2,2,2
"2012","CHD","YEM",2,2,2,2
"2012","CHI","AFG",7,0,7,0
"2012","CHI","ERT",0,0,0,0
"2012","CHI","GAZ",5,3,5,3
"2012","CHI","IRN",2,2,2,2
"2012","CHI","IRQ",23,18,23,18
"2012","CHI","MYA",0,0,0,0
"2012","CHI","PAK",52,52,52,52
"2012","CHI","RWA",3,3,3,3
"2012","CHI","SOM",48,45,48,45
"2012","CHI","SRV",300897,1,300897,1
"2012","CHL","AFG",12,0,12,0
"2012","CHL","ARG",1,1,1,1
"2012","CHL","CMR",1,0,1,0
"2012","CHL","COD",5,5,5,5
"2012","CHL","COL",942,239,942,239
"2012","CHL","COS",3,3,3,3
"2012","CHL","CUB",18,0,18,0
"2012","CHL","ECU",18,0,18,0
"2012","CHL","GAZ",116,4,116,4
"2012","CHL","HAI",1,0,1,0
"2012","CHL","IRQ",2,2,2,2
"2012","CHL","KEN",2,1,2,1
"2012","CHL","LKA",6,6,6,6
"2012","CHL","NIG",3,1,3,1
"2012","CHL","PER",117,17,117,17
"2012","CHL","SAL",3,3,3,3
"2012","CHL","SOM",2,0,2,0
"2012","CHL","VAR",443,0,443,0
"2012","CMR","ALG",2,2,2,2
"2012","CMR","ANG",12,12,12,12
"2012","CMR","BDI",67,67,67,67
"2012","CMR","BKF",1,1,1,1
"2012","CMR","CAM",5,5,5,5
"2012","CMR","CAR",92094,92094,92094,NA
"2012","CMR","CHD",1972,1972,1972,NA
"2012","CMR","COB",65,65,65,65
"2012","CMR","COD",456,456,456,456
"2012","CMR","EGU",8,8,8,8
"2012","CMR","ERT",5,5,5,5
"2012","CMR","GAB",3,3,3,3
"2012","CMR","GHA",1,1,1,1
"2012","CMR","GUI",10,10,10,10
"2012","CMR","ICO",108,108,108,108
"2012","CMR","LBR",21,21,21,21
"2012","CMR","LBY",0,0,0,0
"2012","CMR","MAU",5,5,5,5
"2012","CMR","MOR",1,1,1,1
"2012","CMR","NIG",3223,3223,3223,NA
"2012","CMR","RWA",830,830,830,830
"2012","CMR","SOM",1,1,1,1
"2012","CMR","SSD",1,1,1,1
"2012","CMR","SUD",65,65,65,65
"2012","CMR","SWA",1,1,1,1
"2012","CMR","SYR",1,1,1,1
"2012","CMR","TOG",10,10,10,10
"2012","CMR","UGA",1,1,1,1
"2012","COB","ANG",322,322,322,322
"2012","COB","BDI",95,95,95,95
"2012","COB","CAR",116,116,116,116
"2012","COB","CHD",36,36,36,36
"2012","COB","CMR",1,1,1,1
"2012","COB","COD",89424,89424,89424,NA
"2012","COB","ICO",5,5,5,5
"2012","COB","IRN",1,1,1,1
"2012","COB","LBR",2,2,2,2
"2012","COB","LKA",1,1,1,1
"2012","COB","MAU",7,7,7,7
"2012","COB","MLI",1,1,1,1
"2012","COB","NIG",3,3,3,3
"2012","COB","RWA",8404,8404,8404,NA
"2012","COB","SLE",2,2,2,2
"2012","COB","SUD",32,32,32,32
"2012","COB","TOG",2,2,2,2
"2012","COB","UGA",1,1,1,1
"2012","COD","ANG",0,0,0,0
"2012","COD","BDI",9368,9368,9368,NA
"2012","COD","CAR",1691,1691,1691,NA
"2012","COD","CHD",2,2,2,2
"2012","COD","CMR",7,7,7,7
"2012","COD","COB",732,732,732,732
"2012","COD","ERT",1,1,1,1
"2012","COD","ETH",1,1,1,1
"2012","COD","GUI",7,7,7,7
"2012","COD","ICO",3,3,3,3
"2012","COD","LBR",6,6,6,6
"2012","COD","RWA",50736,7222,50736,NA
"2012","COD","SLE",1,1,1,1
"2012","COD","SOM",29,29,29,29
"2012","COD","SUD",2505,2505,2505,NA
"2012","COD","UGA",20,20,20,20
"2012","COL","AFG",2,2,2,2
"2012","COL","ANG",5,2,5,2
"2012","COL","BEN",1,1,1,1
"2012","COL","BOL",1,0,1,0
"2012","COL","CHI",1,0,1,0
"2012","COL","COB",2,0,2,0
"2012","COL","COD",1,0,1,0
"2012","COL","CUB",60,10,60,10
"2012","COL","DOM",1,0,1,0
"2012","COL","ECU",5,3,5,3
"2012","COL","ERT",4,0,4,0
"2012","COL","ETH",16,3,16,3
"2012","COL","GAZ",1,0,1,0
"2012","COL","GHA",1,0,1,0
"2012","COL","HAI",1,0,1,0
"2012","COL","HUN",7,1,7,1
"2012","COL","IRN",2,0,2,0
"2012","COL","IRQ",4,1,4,1
"2012","COL","LBR",3,0,3,0
"2012","COL","LKA",2,1,2,1
"2012","COL","MAU",1,0,1,0
"2012","COL","NEP",2,0,2,0
"2012","COL","NIC",24,9,24,9
"2012","COL","PER",8,0,8,0
"2012","COL","ROM",7,0,7,0
"2012","COL","RUS",3,0,3,0
"2012","COL","SAL",7,7,7,7
"2012","COL","SLE",5,0,5,0
"2012","COL","SOM",11,0,11,0
"2012","COL","SRB",7,0,7,0
"2012","COL","STA",3,1,3,1
"2012","COL","SUD",1,0,1,0
"2012","COL","SYR",1,1,1,1
"2012","COL","TUR",2,2,2,2
"2012","COL","VEN",17,10,17,10
"2012","COS","AFG",2,2,2,2
"2012","COS","ANG",2,2,2,2
"2012","COS","ARG",2,2,2,2
"2012","COS","ARM",2,2,2,2
"2012","COS","BLR",8,8,8,8
"2012","COS","BOL",8,8,8,8
"2012","COS","BUL",13,13,13,13
"2012","COS","CHI",1,1,1,1
"2012","COS","COD",3,3,3,3
"2012","COS","COL",10305,10305,10305,NA
"2012","COS","CUB",818,818,818,818
"2012","COS","CYP",4,4,4,4
"2012","COS","DOM",6,6,6,6
"2012","COS","ERT",4,4,4,4
"2012","COS","ETH",1,1,1,1
"2012","COS","GEO",15,15,15,15
"2012","COS","GFR",1,1,1,1
"2012","COS","GHA",2,2,2,2
"2012","COS","GUA",36,36,36,36
"2012","COS","HAI",38,38,38,38
"2012","COS","HON",44,44,44,44
"2012","COS","ICO",1,1,1,1
"2012","COS","IND",7,7,7,7
"2012","COS","IRN",5,5,5,5
"2012","COS","IRQ",0,0,0,0
"2012","COS","ISR",16,16,16,16
"2012","COS","LBR",4,4,4,4
"2012","COS","MDA",2,2,2,2
"2012","COS","MEX",8,8,8,8
"2012","COS","NIC",599,599,599,599
"2012","COS","NIG",18,18,18,18
"2012","COS","PAN",18,18,18,18
"2012","COS","PER",228,228,228,228
"2012","COS","ROM",4,4,4,4
"2012","COS","RSA",1,1,1,1
"2012","COS","RUS",21,21,21,21
"2012","COS","SAL",114,114,114,114
"2012","COS","SLE",3,3,3,3
"2012","COS","SOM",15,15,15,15
"2012","COS","SUD",1,1,1,1
"2012","COS","UGA",2,2,2,2
"2012","COS","UKR",18,18,18,18
"2012","COS","USA",2,2,2,2
"2012","COS","UZB",7,7,7,7
"2012","COS","VAR",0,0,7820,NA
"2012","COS","VEN",220,220,220,220
"2012","CUB","COL",1,1,1,1
"2012","CUB","ERT",8,8,8,8
"2012","CUB","ETH",1,1,1,1
"2012","CUB","GAZ",1,0,1,0
"2012","CUB","HAI",1,0,1,0
"2012","CUB","IRN",0,0,0,0
"2012","CUB","KAZ",1,1,1,1
"2012","CUB","SUD",0,0,0,0
"2012","CUB","SYR",11,11,11,11
"2012","CUB","WSH",347,254,347,254
"2012","CUW","COL",6,6,6,6
"2012","CUW","CUB",1,1,1,1
"2012","CUW","JAM",7,7,7,7
"2012","CYP","AFG",7,0,7,0
"2012","CYP","ALG",4,0,4,0
"2012","CYP","ARE",58,0,58,0
"2012","CYP","ARM",23,0,23,0
"2012","CYP","BGD",3,0,3,0
"2012","CYP","BKF",2,0,2,0
"2012","CYP","BSN",15,0,15,0
"2012","CYP","CHI",3,0,3,0
"2012","CYP","CMR",8,0,8,0
"2012","CYP","COD",12,0,12,0
"2012","CYP","CUB",1,0,1,0
"2012","CYP","ERT",2,0,2,0
"2012","CYP","ETH",4,0,4,0
"2012","CYP","GAZ",1711,0,1711,0
"2012","CYP","GEO",85,0,85,0
"2012","CYP","GHA",1,0,1,0
"2012","CYP","GUI",1,0,1,0
"2012","CYP","HRV",1,0,1,0
"2012","CYP","IND",3,0,3,0
"2012","CYP","INS",1,0,1,0
"2012","CYP","IRN",444,0,444,0
"2012","CYP","IRQ",644,0,644,0
"2012","CYP","JOR",16,0,16,0
"2012","CYP","KGZ",3,0,3,0
"2012","CYP","LBR",1,0,1,0
"2012","CYP","LBY",1,0,1,0
"2012","CYP","LEB",32,0,32,0
"2012","CYP","LKA",22,0,22,0
"2012","CYP","MCD",2,0,2,0
"2012","CYP","MDA",14,0,14,0
"2012","CYP","MLI",1,0,1,0
"2012","CYP","MOR",1,0,1,0
"2012","CYP","NEP",1,0,1,0
"2012","CYP","NIG",3,0,3,0
"2012","CYP","PAK",16,0,16,0
"2012","CYP","PHI",8,0,8,0
"2012","CYP","RUS",58,0,58,0
"2012","CYP","SLE",14,0,14,0
"2012","CYP","SOM",9,0,9,0
"2012","CYP","SRB",56,0,56,0
"2012","CYP","SRV",1,0,1,0
"2012","CYP","STA",1,0,1,0
"2012","CYP","SUD",5,0,5,0
"2012","CYP","SYR",139,0,139,0
"2012","CYP","TJK",1,0,1,0
"2012","CYP","TUR",158,0,158,0
"2012","CYP","UKR",28,0,28,0
"2012","CYP","UZB",4,0,4,0
"2012","CYP","YEM",3,0,3,0
"2012","CZE","AFG",241,0,241,0
"2012","CZE","ALB",17,0,17,0
"2012","CZE","ALG",1,0,1,0
"2012","CZE","ANG",23,0,23,0
"2012","CZE","ARE",2,0,2,0
"2012","CZE","ARM",64,0,64,0
"2012","CZE","AZE",23,0,23,0
"2012","CZE","BDI",1,0,1,0
"2012","CZE","BGD",1,0,1,0
"2012","CZE","BKF",0,0,0,0
"2012","CZE","BLR",302,0,302,0
"2012","CZE","BSN",11,0,11,0
"2012","CZE","BUL",26,0,26,0
"2012","CZE","CAM",2,0,2,0
"2012","CZE","CHD",1,0,1,0
"2012","CZE","CHI",9,0,9,0
"2012","CZE","CMR",5,0,5,0
"2012","CZE","COB",4,0,4,0
"2012","CZE","COD",48,0,48,0
"2012","CZE","CUB",109,0,109,0
"2012","CZE","DJB",2,0,2,0
"2012","CZE","ECU",1,0,1,0
"2012","CZE","ERT",12,0,12,0
"2012","CZE","ETH",10,0,10,0
"2012","CZE","GAM",2,0,2,0
"2012","CZE","GAZ",1,0,1,0
"2012","CZE","GEO",32,0,32,0
"2012","CZE","GHA",11,0,11,0
"2012","CZE","GUI",5,0,5,0
"2012","CZE","HRV",1,0,1,0
"2012","CZE","ICO",2,0,2,0
"2012","CZE","IND",2,0,2,0
"2012","CZE","IRN",39,0,39,0
"2012","CZE","IRQ",159,0,159,0
"2012","CZE","ISR",1,0,1,0
"2012","CZE","JOR",1,0,1,0
"2012","CZE","KAZ",193,0,193,0
"2012","CZE","KGZ",40,0,40,0
"2012","CZE","LBR",4,0,4,0
"2012","CZE","LBY",2,0,2,0
"2012","CZE","LKA",14,0,14,0
"2012","CZE","MCD",1,0,1,0
"2012","CZE","MDA",20,0,20,0
"2012","CZE","MNG",2,0,2,0
"2012","CZE","MOR",2,0,2,0
"2012","CZE","MYA",127,0,127,0
"2012","CZE","NIG",18,0,18,0
"2012","CZE","PAK",23,0,23,0
"2012","CZE","ROM",123,0,123,0
"2012","CZE","RSA",3,0,3,0
"2012","CZE","RUS",441,0,441,0
"2012","CZE","RWA",1,0,1,0
"2012","CZE","SAU",3,0,3,0
"2012","CZE","SEN",1,0,1,0
"2012","CZE","SLE",5,0,5,0
"2012","CZE","SOM",30,0,30,0
"2012","CZE","SRB",53,0,53,0
"2012","CZE","SRV",65,0,65,0
"2012","CZE","STA",150,0,150,0
"2012","CZE","SUD",21,0,21,0
"2012","CZE","SYR",54,0,54,0
"2012","CZE","TJK",1,0,1,0
"2012","CZE","TKM",5,0,5,0
"2012","CZE","TOG",3,0,3,0
"2012","CZE","TUN",1,0,1,0
"2012","CZE","TUR",20,0,20,0
"2012","CZE","UGA",1,0,1,0
"2012","CZE","UKR",105,0,105,0
"2012","CZE","UZB",94,0,94,0
"2012","CZE","VAR",8,0,8,0
"2012","DEN","AFG",2515,0,2515,0
"2012","DEN","ALB",45,0,45,0
"2012","DEN","ALG",9,0,9,0
"2012","DEN","ANG",5,0,5,0
"2012","DEN","ARE",2,0,2,0
"2012","DEN","ARM",62,0,62,0
"2012","DEN","AZE",98,0,98,0
"2012","DEN","BDI",47,0,47,0
"2012","DEN","BEN",1,0,1,0
"2012","DEN","BGD",9,0,9,0
"2012","DEN","BHU",5,0,5,0
"2012","DEN","BKF",1,0,1,0
"2012","DEN","BLR",15,0,15,0
"2012","DEN","BSN",143,0,143,0
"2012","DEN","CAM",1,0,1,0
"2012","DEN","CHD",1,0,1,0
"2012","DEN","CHI",44,0,44,0
"2012","DEN","CMR",6,0,6,0
"2012","DEN","COB",4,0,4,0
"2012","DEN","COD",71,0,71,0
"2012","DEN","COL",0,0,0,0
"2012","DEN","ECU",0,0,0,0
"2012","DEN","ERT",46,0,46,0
"2012","DEN","ETH",18,0,18,0
"2012","DEN","GAZ",269,0,269,0
"2012","DEN","GEO",20,0,20,0
"2012","DEN","GHA",1,0,1,0
"2012","DEN","GUA",2,0,2,0
"2012","DEN","GUI",4,0,4,0
"2012","DEN","HRV",0,0,0,0
"2012","DEN","ICO",9,0,9,0
"2012","DEN","IND",25,0,25,0
"2012","DEN","INS",1,0,1,0
"2012","DEN","IRN",1529,0,1529,0
"2012","DEN","IRQ",1165,0,1165,0
"2012","DEN","JOR",14,0,14,0
"2012","DEN","KAZ",2,0,2,0
"2012","DEN","KEN",8,0,8,0
"2012","DEN","KGZ",5,0,5,0
"2012","DEN","KOR",1,0,1,0
"2012","DEN","KRN",9,0,9,0
"2012","DEN","LBY",27,0,27,0
"2012","DEN","LEB",56,0,56,0
"2012","DEN","LKA",71,0,71,0
"2012","DEN","MCD",15,0,15,0
"2012","DEN","MNG",4,0,4,0
"2012","DEN","MOR",5,0,5,0
"2012","DEN","MYA",57,0,57,0
"2012","DEN","NEP",8,0,8,0
"2012","DEN","NIG",13,0,13,0
"2012","DEN","PAK",36,0,36,0
"2012","DEN","PER",1,0,1,0
"2012","DEN","PHI",1,0,1,0
"2012","DEN","POL",0,0,0,0
"2012","DEN","ROM",5,0,5,0
"2012","DEN","RUS",842,0,842,0
"2012","DEN","RWA",38,0,38,0
"2012","DEN","SAU",1,0,1,0
"2012","DEN","SLE",1,0,1,0
"2012","DEN","SOM",531,0,531,0
"2012","DEN","SRB",1192,0,1192,0
"2012","DEN","SRV",16,0,16,0
"2012","DEN","STA",244,0,244,0
"2012","DEN","SUD",68,0,68,0
"2012","DEN","SYR",1903,0,1903,0
"2012","DEN","TAN",1,0,1,0
"2012","DEN","TJK",3,0,3,0
"2012","DEN","TUN",2,0,2,0
"2012","DEN","TUR",23,0,23,0
"2012","DEN","UGA",13,0,13,0
"2012","DEN","UKR",9,0,9,0
"2012","DEN","URU",0,0,0,0
"2012","DEN","UZB",8,0,8,0
"2012","DEN","VAR",397,0,397,0
