iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
EU-2-2013-328162,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,PE 2 - Freetown development plan project - support to the Freetown City Council,Institutional support to FCC on Urban planning activities,2,04/11/2013,03/11/2014,04/11/2013,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,Republic Of Sierra Leone,,,SL,Sierra Leone,,,,,43030,Urban development and management,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,53635,21220,0,0,0,0,0
EU-2-2013-334301,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Identification and Formulation of EU Actions to support food and nutrition security in Sierra Leone under the 11th EDF,,2,10/02/2014,07/11/2014,10/02/2014,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,EDF,42003,,SL,Sierra Leone,,,,,31120,Agricultural development,,OECD Development Assistance Committee,1,110,10,D02,5,EUR,,96896,0,58138,0,0,0,0
EU-2-2014-342620,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Mid term evaluation of  the Agriculture for Develpment (A4D) project,,2,26/05/2014,22/11/2014,26/05/2014,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,EDF,42003,,SL,Sierra Leone,,,,,31120,Agricultural development,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,41786,0,25072,0,0,0,0
GB-CHC-1075920-IND213,,30/01/2014 00:00,en,The Indigo Trust,GB-CHC-1075920,Foundation,Integrity Action App and Training,To develop a mobile app and train organisations in four west and central African countries to use this app and web platform to collect data on development projects and monitor their implementation.,2,,26/11/2014,27/11/2013,,,,,"
   The Indigo Trust
 ",GB-CHC-1075920,Foundation,,,,,,,CD;SL;LR;CI,"Congo, The Democratic Republic Of The;Sierra Leone;Liberia;Côte D'Ivoire",;;;,,,,15150;22040,Strengthening civil society;Information and communication technology (ICT),;,OECD Development Assistance Committee;OECD Development Assistance Committee,,110,30,C01,5,GBP,GBP,0,0,0,0,0,0,0
DAC-1601-OPP1088811,,26/06/2014 00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,BRAC USA,to develop BRAC's International Emergency Preparedness Program,2,28/05/2013,30/11/2014,,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,Bill & Melinda Gates Foundation,DAC-1601,Foundation,BRAC USA,,,AF;BD;LR;PK;SL;SS;TZ;UG,"Afghanistan;Bangladesh;Liberia;Pakistan;Sierra Leone;South Sudan;Tanzania, United Republic Of;Uganda",14;2;14;14;14;14;14;14,,,,74010,Disaster prevention and preparedness,100,OECD Development Assistance Committee,,110,30,C01,5,USD,,656954,450000,0,0,0,0,0
EU-1-2012-276727,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,"Bonthe District Council: Building Capacity, Good Governance and Scaling up health service delivery",,2,19/06/2012,18/12/2014,20/06/2012,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,12220,Basic health care,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,349088,314179,0,0,0,0,0
EU-1-2014-343880,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,"Financial Audit of Contracts DCI-NSAPVD/2008/164341,DCI-NSAPVD/2009/223871,DCI-NSAPVD/2011/276250,DCI-NSAPVD/2012/277070",,2,23/06/2014,20/12/2014,23/06/2014,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,15110,Economic and development policy/planning,,OECD Development Assistance Committee,1,110,10,C01,3,EUR,,58064,0,0,0,0,0,0
XM-DAC-701-8-2012203141,,30/06/2014 00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,TC AGGREGATED ACTIVITIES,TC AGGREGATED ACTIVITIES,2,27/11/2011,26/12/2014,,,,,,Japan,XM-DAC-701,Government,,XM-DAC-701-8,Government,Recipient Government,,,SL,Sierra Leone,,,,,11320,Secondary education,,OECD Development Assistance Committee,,,,,,JPY,JPY,45394561.77,44970000,0,0,0,0,0
EU-2-2014-346307,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Verification mission of UN managed action (REPLACES 344338),,2,30/06/2014,27/12/2014,30/06/2014,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,EDF,42003,,SL,Sierra Leone,,,,,15110,Economic and development policy/planning,,OECD Development Assistance Committee,1,110,10,D02,5,EUR,,20573,0,0,0,0,0,0
DAC-1601-OPP50880,,26/06/2014 00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,United Nations Capital Development Fund,to create a fund for developing savings-led market leaders for inclusive finance in least developed countries,2,15/10/2008,31/12/2014,,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,Bill & Melinda Gates Foundation,DAC-1601,Foundation,United Nations Capital Development Fund,,,TL;SL;SD;PH;LR;LA;ET;CG;BT,Timor-Leste;Sierra Leone;Sudan;Philippines;Liberia;Lao People'S Democratic Republic;Ethiopia;Congo;Bhutan,;;7;;;;4;;,998;889,"Bilateral, unspecified;Oceania, regional",;,24040,Informal/semi-formal financial intermediaries,100,OECD Development Assistance Committee,,110,30,C01,5,USD,,0,8970121,0,0,0,0,0
GB-CHC-202918-SLEA66,,16/07/2014 00:00,en,Oxfam GB,GB-CHC-202918,International NGO,Programme Development,"We will develop our Country Programme in the context of the ongoing JCAS/SMS process through a number of activities ranging from commission of research, strategic planning activities and programmes assessment.",2,,31/12/2014,01/04/2012,,,,,Oxfam GB,GB-CHC-202918,International NGO,Oxfam GB,GB-CHC-202918,International NGO,Oxfam GB,GB-CHC-202918,International NGO,SL,Sierra Leone,,,,,;;;,;;;,20;30;20;30,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,,,,,,GBP,,76710,0,189165,115658,0,0,0
2011110032,,09/01/2014 00:00,en,Ministry for Foreign Affairs of Finland,FI-3,Government,Increasing literacy level and people's equal participation,"Immidiate objective is to increase literacy level and people's equal participation through literacy activities. In the short term literacy is increased in the communities where literacy circle activities are supported and in the longer term adult literacy increases nationally through advocacy work and capacity building activities among development actors and authorities. Development of replicable REFLECT package for implementation of adult literacy training , trainings for facilitators and NGO's, material production and advocacy work on adult education.",,09/11/2011,31/12/2014,,,,,,Finland,FI,,Ministry for Foreign Affairs of Finland,FI-3,,"Finnish NGO, Suomen Pakolaisapu ry",22000,,SL,Sierra Leone,,,,,11230,Basic life skills for youth and adults,,OECD Development Assistance Committee,1,,,,,EUR,EUR,0,148516,0,0,0,0,0
GB-CHC-202918-SLEA73,,21/03/2014 00:00,en,Oxfam GB,GB-CHC-202918,International NGO,Improving the Health of Koinadugu Communities thru Equitable WaSH Delivery,"To contribute to the improved health status of men, women, and children in Koinadugu District by 2016 by strengthening the Koinadugu District Council's capacity to deliver sustainable and equitable WASH services and respond to the needs of its constituents.  To promote sustainable improvements in health outcomes linked to water -sanitation and hygiene related diseases (malaria, ARIs, and diarrhea) it is essential to ensure that there is effective and responsive WASH sector led by the Government of Sierra Leone (GoSL).",2,,31/12/2014,01/04/2014,,,,,EU - Non-State Actors & LAs,,Government,Oxfam GB,GB-CHC-202918,International NGO,Oxfam Partner(s),,Government,SL,Sierra Leone,,,,,;,;,20;80,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,,,,,,GBP,,212537,0,23107,23107,0,0,0
EU-2-2011-265234,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Contribution Agreement with UNDP for the electoral assistance project.,,2,01/01/2011,31/12/2014,01/01/2011,,"United Nations agency, fund or commission (UN)",41000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,United Nations Development Programme,,,SL,Sierra Leone,,,,,,,,OECD Development Assistance Committee,1,110,10,C01,,EUR,,7500000,7425905,0,0,0,0,0
2011115059,,09/01/2014 00:00,en,Ministry for Foreign Affairs of Finland,FI-3,Government,Frame agreement with NGO (Plan Finland),"To increase the economic and social capital opportunities for youth, and to contribute to the youth friendly development of the economic sector in Sierra Leone",,01/01/2012,31/12/2014,,,,,,Finland,FI,,Ministry for Foreign Affairs of Finland,FI-3,,"Finnish NGO, Plan Finland",22000,,SL,Sierra Leone,,,,,11330,Vocational training,,OECD Development Assistance Committee,1,,,,,EUR,EUR,0,73262.90542,0,0,0,0,0
2011110033,,09/01/2014 00:00,en,Ministry for Foreign Affairs of Finland,FI-3,Government,Rehabilitation and Support Programme of Schools in Bo Town,"School Rehabilitation and support programme; construction of three schools. The schools are encouraged to establish school gardens, they will be assisted by seeds and watering cans. Teachers are assisted by table rice and children get  school uniforms.",,09/11/2011,31/12/2014,,,,,,Finland,FI,,Ministry for Foreign Affairs of Finland,FI-3,,"Finnish NGO, Suomen Baptistikirkko",22000,,SL,Sierra Leone,,,,,11120,Education facilities and training,,OECD Development Assistance Committee,1,,,,,EUR,EUR,0,19884,0,0,0,0,0
GB-CHC-202918-SLEA71,,06/06/2014 00:00,en,Oxfam GB,GB-CHC-202918,International NGO,Urban Public Health Project 2 in Sierra Leone,"The project is part of PIP00675  - INGO Urban WASH Consortium in Freetown and will be implemented in ten city sections. Water supply component comprises of gravity flow system, two boreholes, and two solar water purification systems; Sanitation component includes three public latrines, four school latrines and 80m of drainage; Hygiene promotion component comprises of public health campaign, promotion of hygiene in the community and schools; Community WASH services management capacity will be built; DRR & Cholera preparedness activities will be implemented; Joint Advocacy will be conducted for improved policy and maximised impact.",2,,31/12/2014,01/04/2013,,,,,Department for International Development,GB-1,Government,Oxfam GB,GB-CHC-202918,International NGO,Oxfam GB,GB-CHC-202918,International NGO,SL,Sierra Leone,,,,,;;,;;,10;50;40,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,,,,,,GBP,,752054,0,508948,508948,0,0,0
41140-200336,,29/09/2014 00:00,en,World Food Programme,41140,Multilateral,Country Programme - Sierra Leone (2013-2014),"Hunger and malnutrition remain challenges in Sierra Leone,especially among children under five years old,in spite of free health care and scaling-up nutrition initiatives by the government. WFP aims to support these initiatives through its supplementary feeding and stunting prevention programmes.

Enrolment in primary schools in Sierra Leone has also been a challenge. According to the Government's Millennium Development Goals - Progress Report 2010,net primary school enrolment is between 62 and 69 percent. Gender disparity remains a problem as drop-out rates are high,especially among girls in their early teens. Improving education quality and access to education are a priority under pillar three of the Agenda for Prosperity. WFP aims to support this pillar through its school feeding programme and bridging the gender gap by providing an incentive related to girls' attendance in school and their completion of primary education.

Aligned with WFP Strategic Objectives 2,4 and 5 of WFP's Strategic Results Framework,the Country Programme (CP) focused on increasing access to basic education and promoting human capital development through school feeding,and improving the nutritional status of vulnerable children,pregnant and lactating women and people living with HIV or tuberculosis (TB) through supplementary feeding. In addition,the CP focused on building productive agricultural assets as well as helping to achieve adequate food consumption levels and nutritional status in most food insecure households through asset creation activities. It supported the government in accelerating the transition from recovery to longer-term development. More specifically,WFP's programme portfolio was aligned with the United Nations Joint Vision and supported the government in the implementation of its Agenda for Prosperity (AfP),which is the Poverty Reduction Strategy (2013-2018). Agriculture was clearly identified as the first pillar in the AfP,which WFP supported through Component 5 of the Smallholder Commercialization Programme.",2,01/01/2013,31/12/2014,01/01/2013,,World Food Programme,41140,,World Food Programme,41140,,,,,World Food Programme,41140,,SL,Sierra Leone,,,,,74010;13040;12240;11220,Disaster prevention and preparedness;STD control including HIV/AIDS;Basic nutrition;Primary education,18;5;22;54,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B02,5,USD,,0,0,11623303,31,0,0,0
GB-CHC-202918-SLEA74,,13/05/2014 00:00,en,Oxfam GB,GB-CHC-202918,International NGO,Facilitating Development through Constitutional Review Project (FADCORP) SLE,"Conduct Civic Education for vulnerable and marginalised groups comprising women and communities affected by land investment and extractives deals;    ii. Facilitate community leaders (MPs, Councillors and CSOs) to provide leadership and develop issue -based papers for presentation to the CRC;   iii. Link the CRC to target communities for dialogue, and   iv. Support target groups to understand and prepare for the referendum process.",2,,31/12/2014,09/04/2014,,,,,UN United Nations Development Programme,,Multilateral,Oxfam GB,GB-CHC-202918,International NGO,Oxfam Partner(s),,National NGO,SL,Sierra Leone,,,,,;,;,70;30,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,,,,,,GBP,,84627,8245,8887,17133,0,0,0
GB-CHC-202918-SLEA64,,18/07/2014 00:00,en,Oxfam GB,GB-CHC-202918,International NGO,Sierra Leone WASH campaigning,"Build civil society engagement in developing and monitoring Government policies on WASH (including around the elections) and ensure Government WASH policies are comprehensive, adequately resourced and pro -poor.",2,,31/12/2014,06/01/2012,,,,,Oxfam GB,GB-CHC-202918,International NGO,Oxfam GB,GB-CHC-202918,International NGO,Oxfam Partner(s),,National NGO,SL,Sierra Leone,,,,,;,;,30;70,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,,,,,,GBP,,59290,0,101447,51639,0,0,0
GB-GHC-207544-47SLE,,10/03/2014 00:00,en,Sightsavers,GB-GHC-207544,International NGO,,,2,,31/12/2014,,,,,,,,,,,,,,,SL,Sierra Leone,,,,,,,,,,,,,,GBP,GBP,0,0,0,0,0,0,0
EU-1-2011-244608,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Bonthe Maternal Child Health Project,,2,02/01/2012,01/01/2015,02/01/2012,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,12220,Basic health care,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,843435,485913,0,0,0,0,0
EU-1-2011-278423,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Food Poverty Reduction Initiative in the Moyamba District,,2,16/01/2012,15/01/2015,16/01/2012,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,52010,Food aid/Food security programmes,,OECD Development Assistance Committee,1,110,10,C01,4,EUR,,800000,720360,0,0,0,0,0
EU-2-2014-346657,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Formulation of EU Intervention to support the Education Sector in Sierra Leone under the 11th EDF (2014-2020),,2,18/08/2014,15/01/2015,18/08/2014,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,EDF,42003,,SL,Sierra Leone,,,,,15110,Economic and development policy/planning,,OECD Development Assistance Committee,1,110,10,D02,5,EUR,,48350,0,29010,0,0,0,0
EU-1-2011-278280,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Unlocking the potential of the Moringa cake as food supplement to increase the productivity and profitability of poultry and fresh water fish in Sierra Leone,,2,16/01/2012,15/01/2015,16/01/2012,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,52010,Food aid/Food security programmes,,OECD Development Assistance Committee,1,110,10,C01,4,EUR,,879082,268139,0,0,0,0,0
ES-5-009-065263,,,,"Ministry of Foreign Affairs and Cooperation, Spain",ES-5,Government,PROYECTO: HACIA UN PLAN ESTRATÉGICO PARA MAKENI (SIERRA LEONA),"El proyecto nace de la colaboración existente entre las Universidades San Pablo CEU de Madrid y Universidad de Makeni (Unimak), dentro del Proyecto ""Apoyo al fortalecimiento de las capacidades educativas de la Universidad de Makeni (Sierra Leona)"". Este proyecto, con vocación de largo plazo, se ha extendido a otras estancias y ámbitos. En concreto, tras la realización de dos foros institucionales y numerosos contactos previos, se arranca un proceso de planificación urbana y territorial para la ciudad de Makeni. El trabajo, desarrollado principalmente por la facultad de Arquitectura del CEU, implica a la Universidad de Makeni, al Ayuntamiento de Makeni y a otras universidades socias en Madrid. La aceleradísima expansión urbana, los importantes déficits en infraestructuras, los retos ambientales y productivos, las carencias en una formación cualificada en planeamiento urbano y la necesidad de dotarse de un marco global para la toma de decisiones, son algunos de los elementos críticos que justifican el proyecto. La facultad de Arquitectura del CEU se ocupa del campo puramente técnico, pero en contacto directo con la Universidad y Ayuntamiento de Makeni. En enero de 2014, Unimak, CEU y Ayuntamiento de Makeni firmaron un documento que, a modo de acuerdo, comprometía la obtención de un Plan Estratégico para Makeni en enero de 2015. El trabajo, pretende sentar las bases del crecimiento futuro de la ciudad y su territorio, anticipando sus principales desafíos y aportando propuestas críticas y operativas desde una aproximación transversal. En paralelo, en un país como Sierra Leona, sin facultades de arquitectura ni de planeamiento urbano, el trabajo que vincula a las Universidades es una oportunidad de generar conocimiento. No en vano, la Universidad de Makeni tiene entre sus planes de futuro abrir nuevos grados en estos campos.",,01/01/2013,31/01/2015,,,UNIVERSIDADES,57,,,,,UNIVERSIDADES,57,,Otra universidad privada o centro de enseña/investigación privado,707,,SL,Sierra Leone,,289,"South of Sahara, regional",,43030,Urban development and management,,OECD Development Assistance Committee,1,,10,C01,4,,EUR,10000,0,0,0,0,0,0
EU-2-2013-334064,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Identification and Formulation of EU Actions to support the Agriculture Sector in Sierra Leone under the 11th EDF (2014  2017),,2,10/02/2014,05/02/2015,10/02/2014,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,EDF,42003,,SL,Sierra Leone,,,,,31120,Agricultural development,,OECD Development Assistance Committee,1,110,10,D02,5,EUR,,124918,0,50838,0,0,0,0
EU-2-2013-334337,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Identification and Formulation of an EU Budget Support Intervention in Sierra Leone under the 11th EDF (2014-2020),Technical assistance to support preparation of new 11 EDF Budget Support program,2,17/02/2014,17/02/2015,17/02/2014,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,EDF,42003,,SL,Sierra Leone,,,,,15110,Economic and development policy/planning,,OECD Development Assistance Committee,1,110,10,D02,5,EUR,,140098,0,84059,0,0,0,0
41140-200761-SL,,29/09/2014 00:00,en,World Food Programme,41140,Multilateral,"Support to Populations in Areas Affected by the Ebola Outbreak in Guinea,Liberia,and Sierra Leone        ",0,2,25/08/2014,24/02/2015,20/08/2014,,World Food Programme,41140,,World Food Programme,41140,,,,,World Food Programme,41140,,SL,Sierra Leone,,,,,,,,,4,110,10,B02,5,USD,,0,0,91784,8,0,0,0
41140-200760-SL,,29/09/2014 00:00,en,World Food Programme,41140,Multilateral,Provision of Humanitarian Air Services in response to the Ebola Virus Disease Outbreak in West Africa,0,2,14/08/2014,28/02/2015,14/08/2014,,World Food Programme,41140,,World Food Programme,41140,,,,,World Food Programme,41140,,SL,Sierra Leone,,,,,,,,,4,110,10,B02,5,USD,,0,0,0,1,0,0,0
41140-200767-SL,,29/09/2014 00:00,en,World Food Programme,41140,Multilateral,Logistics and Emergency Telecommunications Support of the Humanitarian Community?s Response to the Ebola Virus Disease  Outbreak in West Africa,0,2,05/09/2014,04/03/2015,05/09/2014,,World Food Programme,41140,,World Food Programme,41140,,,,,World Food Programme,41140,,SL,Sierra Leone,,,,,,,,,4,110,10,B02,5,USD,,0,0,0,0,0,0,0
EU-1-2011-252198,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Sustainable improvement of food security in North Bombali District - Sierra Leone,,2,30/03/2011,29/03/2015,01/04/2011,,INTERNATIONAL NGO,21000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,52010,Food aid/Food security programmes,,OECD Development Assistance Committee,1,110,10,C01,,EUR,,1000000,900000,0,0,0,0,0
GB-CHC-1105851-9DF020812231,,02/07/2014 00:00,en,Christian Aid,GB-CHC-1105851,,UK Aid Match,0,2,01/04/2012,31/03/2015,,,,,,DFID,GB-1,,,,,0,,,SL,Sierra Leone,,,,,,,,,,,,,,GBP,GBP,0,0,0,0,0,0,0
GB-CHC-1105851-5DDF020812231,,,en,Christian Aid,GB-CHC-1105851,International NGO,UK Aid Match,To contribute to the achievement of improved livelihoods of some of the poorest and most marginalised people as part of resilient and thriving societies in nine DFID priority countries,2,01/04/2012,31/03/2015,,,,,,DFID,GB-1,Government,Christian Aid,GB-CHC-1105851,International NGO,,,,SL,Sierra Leone,,,,,,,,,,,,,,GBP,,0,0,0,0,0,0,0
EU-1-2012-277068,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,"Supporting Improved Health for Pregnant Women, Lactating Mothers and Children under five years",,2,02/05/2012,01/05/2015,02/05/2012,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,12220,Basic health care,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,345000,104649,0,0,0,0,0
EU-1-2014-344165,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Programme Estimate- REDD+ and Capacity Building Project in Sierra Leone,Operational Programme Estimate to cover activities of the Financing Agreement SL/DCI-ENV/023-261,2,16/05/2014,15/05/2015,16/05/2014,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,Republic Of Sierra Leone,,,SL,Sierra Leone,,,,,41010,Environmental policy and administrative management,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,1341430,778925,0,0,0,0,0
EU-1-2012-276962,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,"Building capacity for the improvement of infant maternal health in Northern Bombali, Sierra Leone",,2,11/06/2012,10/06/2015,12/06/2012,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,12220,Basic health care,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,875109,333476,0,0,0,0,0
EU-2-2014-346659,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Programme Estimate n°2 - Support to HRMO,"Supporting the Human Resources Management Office (HRMO) in implementing the Government's Civil Service Reform, by strengthening the Civil Service System (recruitment, staff selection and disciplinary functions, training and staff development, performance management, payroll administration and management and other human resource management functions).",2,12/08/2014,11/06/2015,12/08/2014,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,Republic Of Sierra Leone,,,SL,Sierra Leone,,,,,15110,Economic and development policy/planning,,OECD Development Assistance Committee,1,110,10,C01,4,EUR,,5231296,0,0,0,0,0,0
EU-1-2012-276823,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Managing childhood disability: an innovative approach to integrated maternal and child health services,,2,21/06/2012,20/06/2015,21/06/2012,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,12220,Basic health care,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,319321,191404,0,0,0,0,0
EU-1-2012-277254,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Child Survival and Development in Port Loko,,2,29/06/2012,28/06/2015,30/06/2012,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,12220,Basic health care,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,979551,626642,0,0,0,0,0
DAC-1601-OPP52229,,26/06/2014 00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,International Bank for Reconstruction and Development,"to support the Agriculture Finance Support Facility (AFSF), which will finance selected initiatives aimed at improving rural smallholders access to finance",2,13/04/2009,30/06/2015,,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,Bill & Melinda Gates Foundation,DAC-1601,Foundation,International Bank for Reconstruction and Development,,,TZ;TL;SL;SD;RW;LR;LA;FJ;ET;CD;BT,"Tanzania, United Republic Of;Timor-Leste;Sierra Leone;Sudan;Rwanda;Liberia;Lao People'S Democratic Republic;Fiji;Ethiopia;Congo, The Democratic Republic Of The;Bhutan",;;;;;;;4;;;9,998,"Bilateral, unspecified",3,24010,Financial policy and administrative management,100,OECD Development Assistance Committee,,110,30,B03,5,USD,,0,17997339,0,0,0,0,0
EU-1-2012-276732,,03/10/2014 00:00,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Partnership for Health (Civic Action for Sustainable Healthcare Delivery - CASHED),,2,01/07/2012,30/06/2015,02/07/2012,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,Commission of the European Communities,EU-1,Other Public Sector,EC,42001,,SL,Sierra Leone,,,,,12220,Basic health care,,OECD Development Assistance Committee,1,110,10,C01,5,EUR,,883739,541316,0,0,0,0,0
